EmployeeID,Name,Department,Gender,Age,Salary,PerformanceScore,JoinDate
3824,Emp_1387,Marketing,Female,999,60000,Excellnt,
2994,Emp_1388,Marketing,M,,50000,Excellent,3/15/2017
3958,Emp_1389,Marketing,F,,,Poor,1/1/2015
2943,Emp_1390,Finance,Female,50,40000,Excellnt,1/1/2015
4621,Emp_1391,Sales,female,40,-10000,Excellnt,3/15/2017
3038,Emp_1392,Sales,Female,35,40000,Average,1/2/2016
4490,Emp_1393,Finance,F,35,50000,Excellnt,1/1/2015
4677,Emp_1394,Engineering,male,35,50000,Good,1/1/2015
2118,Emp_1395,Engineering,F,50,40000,Excellent,3/15/2017
4888,Emp_1396,Marketing,M,45,50000,Good,1/2/2016
2604,Emp_1397,HR,male,,,Average,1/2/2016
3365,Emp_1398,Engineering,female,999,50000,G00d,
1235,Emp_1399,HR,Male,35,-10000,Average,
2969,Emp_1400,Sales,F,25,,Excellent,3/15/2017
1333,Emp_1401,HR,M,35,60000,Excellnt,1/2/2016
2908,Emp_1402,Sales,female,,50000,Poor,3/15/2017
1375,Emp_1403,Finance,male,50,50000,Average,
4530,Emp_1404,Finance,female,999,-10000,Excellent,3/15/2017
2160,Emp_1405,Marketing,F,40,-10000,Poor,3/15/2017
3635,Emp_1406,Engineering,Female,999,40000,Excellnt,1/1/2015
2570,Emp_1407,Marketing,F,25,40000,G00d,1/1/2015
3560,Emp_1408,Sales,Male,35,40000,Average,1/1/2015
2319,Emp_1409,Marketing,F,35,-10000,G00d,
4391,Emp_1410,HR,male,30,40000,Excellent,3/15/2017
3965,Emp_1411,Sales,male,45,40000,G00d,1/1/2015
4643,Emp_1412,Finance,F,25,60000,G00d,1/1/2015
2855,Emp_1413,Engineering,male,30,40000,Excellent,1/1/2015
2372,Emp_1414,Sales,Female,999,50000,Excellent,
4911,Emp_1415,Sales,female,40,-10000,Average,
4850,Emp_1416,HR,F,45,,G00d,3/15/2017
1872,Emp_1417,Engineering,Female,25,60000,Poor,3/15/2017
2252,Emp_1418,Finance,female,35,-10000,Excellent,3/15/2017
3317,Emp_1419,Sales,female,999,-10000,Excellnt,1/1/2015
2851,Emp_1420,Sales,Female,25,50000,G00d,1/2/2016
3845,Emp_1421,HR,M,35,40000,Excellent,
2314,Emp_1422,Marketing,F,,50000,Poor,1/1/2015
1724,Emp_1423,Finance,female,45,40000,Average,1/1/2015
4236,Emp_1424,Engineering,female,,40000,G00d,3/15/2017
3052,Emp_1425,Sales,male,,-10000,Excellent,3/15/2017
3898,Emp_1426,Sales,female,35,40000,Excellent,1/1/2015
4450,Emp_1427,Finance,Female,40,60000,Excellnt,
1077,Emp_1428,Marketing,female,999,60000,Excellnt,
4481,Emp_1429,Sales,M,50,60000,G00d,1/1/2015
3621,Emp_1430,Finance,F,35,-10000,Excellent,1/2/2016
1131,Emp_1431,HR,F,40,50000,G00d,1/2/2016
1600,Emp_1432,Marketing,female,50,,Excellent,
2772,Emp_1433,Engineering,Male,999,40000,Excellnt,3/15/2017
2065,Emp_1434,Sales,Male,,,Poor,1/2/2016
3136,Emp_1435,Finance,Female,45,50000,Good,1/2/2016
3449,Emp_1436,HR,Male,45,50000,Good,3/15/2017
3343,Emp_1437,Engineering,Female,999,-10000,Excellent,1/2/2016
2863,Emp_1438,Finance,male,999,60000,Excellnt,1/1/2015
2318,Emp_1439,Finance,Female,25,60000,Average,1/2/2016
1615,Emp_1440,Engineering,Male,40,50000,Average,3/15/2017
4597,Emp_1441,HR,female,,-10000,Good,1/1/2015
3847,Emp_1442,HR,male,40,-10000,Poor,1/2/2016
4762,Emp_1443,Marketing,Male,999,40000,Good,
4708,Emp_1444,Sales,Female,30,60000,Excellent,1/1/2015
3469,Emp_1445,Engineering,M,30,50000,Poor,1/1/2015
2888,Emp_1446,Engineering,F,50,,Average,
2046,Emp_1447,Engineering,Male,50,60000,Excellnt,
1574,Emp_1448,HR,Female,30,40000,Excellnt,1/2/2016
3190,Emp_1449,Sales,male,999,-10000,Excellent,1/2/2016
1992,Emp_1450,Marketing,Male,999,50000,Good,3/15/2017
3712,Emp_1451,Finance,Male,50,60000,Excellent,3/15/2017
3192,Emp_1452,Finance,F,35,,Excellnt,1/1/2015
2248,Emp_1453,Engineering,Female,999,40000,Average,
4054,Emp_1454,Sales,M,30,40000,Excellnt,
1502,Emp_1455,HR,male,40,60000,Poor,3/15/2017
2997,Emp_1456,Sales,Female,999,,G00d,1/1/2015
1820,Emp_1457,Sales,male,,40000,Excellnt,1/1/2015
4687,Emp_1458,HR,Male,999,50000,Excellnt,3/15/2017
3151,Emp_1459,Engineering,F,35,40000,G00d,3/15/2017
4110,Emp_1460,Sales,F,50,,Poor,3/15/2017
2970,Emp_1461,Finance,female,999,-10000,Good,1/2/2016
1197,Emp_1462,HR,M,45,-10000,Excellnt,1/1/2015
2669,Emp_1463,Marketing,F,25,60000,Excellent,1/1/2015
3626,Emp_1464,Engineering,Male,30,,Excellnt,1/1/2015
3438,Emp_1465,HR,M,,40000,Excellent,3/15/2017
2202,Emp_1466,Marketing,Female,,40000,Poor,3/15/2017
3601,Emp_1467,Marketing,F,,-10000,Excellnt,3/15/2017
2471,Emp_1468,Sales,M,45,-10000,Poor,3/15/2017
4571,Emp_1469,Sales,Male,,50000,Poor,
4086,Emp_1470,Sales,female,,-10000,Good,3/15/2017
2646,Emp_1471,HR,male,50,50000,Excellnt,1/2/2016
2692,Emp_1472,HR,male,40,40000,Excellent,
2312,Emp_1473,Engineering,Male,25,50000,Excellent,
3035,Emp_1474,Sales,Male,45,50000,Excellnt,3/15/2017
1477,Emp_1475,Marketing,male,25,60000,G00d,1/1/2015
2254,Emp_1476,Finance,female,30,-10000,Good,3/15/2017
1922,Emp_1477,Engineering,M,50,50000,Good,1/1/2015
1419,Emp_1478,HR,male,999,40000,Good,3/15/2017
3204,Emp_1479,Engineering,Male,40,,Excellent,3/15/2017
3597,Emp_1480,Engineering,F,50,50000,Poor,1/1/2015
4512,Emp_1481,Engineering,Female,25,-10000,G00d,1/1/2015
2120,Emp_1482,Engineering,female,45,60000,Good,1/1/2015
4068,Emp_1483,Finance,female,30,40000,Excellent,1/1/2015
4044,Emp_1484,Sales,F,30,60000,Excellent,1/2/2016
4482,Emp_1485,Marketing,F,50,,Poor,1/1/2015
1950,Emp_1486,Engineering,Male,999,50000,Excellnt,3/15/2017
3336,Emp_1487,Engineering,male,45,50000,Excellnt,3/15/2017
2277,Emp_1488,Engineering,M,999,-10000,Good,1/2/2016
3243,Emp_1489,Sales,female,999,50000,Good,1/1/2015
3645,Emp_1490,HR,female,,40000,G00d,3/15/2017
2857,Emp_1491,HR,F,45,,Poor,1/2/2016
4593,Emp_1492,Finance,male,25,60000,Good,3/15/2017
1516,Emp_1493,HR,female,50,,Poor,1/2/2016
2658,Emp_1494,Engineering,M,50,50000,Excellent,1/2/2016
2865,Emp_1495,Engineering,F,,60000,Good,
3912,Emp_1496,Engineering,M,35,-10000,Excellent,
2141,Emp_1497,Finance,male,50,,Average,1/1/2015
3853,Emp_1498,Engineering,female,30,60000,Poor,
2932,Emp_1499,HR,Female,25,60000,Average,1/2/2016
4230,Emp_1500,Sales,female,45,60000,Good,3/15/2017
1814,Emp_1501,Sales,male,50,40000,Excellent,3/15/2017
3275,Emp_1502,Marketing,female,25,,Good,1/1/2015
2900,Emp_1503,HR,female,,60000,Average,
3263,Emp_1504,Engineering,Male,50,,Good,1/1/2015
3995,Emp_1505,Sales,female,45,60000,G00d,1/2/2016
4767,Emp_1506,HR,female,40,-10000,Excellnt,
3062,Emp_1507,Sales,M,45,-10000,Average,1/1/2015
4228,Emp_1508,Engineering,Female,45,-10000,Good,3/15/2017
4719,Emp_1509,Sales,M,45,50000,Excellent,3/15/2017
4332,Emp_1510,Marketing,M,50,60000,Good,1/1/2015
4228,Emp_1511,Marketing,F,35,50000,Excellent,1/1/2015
3094,Emp_1512,Sales,Male,45,,Excellnt,1/1/2015
3371,Emp_1513,HR,M,,50000,Good,1/2/2016
3891,Emp_1514,HR,male,30,,Excellnt,1/2/2016
4756,Emp_1515,HR,male,30,,Average,3/15/2017
1129,Emp_1516,Sales,female,,,Excellent,1/2/2016
4482,Emp_1517,HR,F,25,50000,G00d,1/2/2016
1094,Emp_1518,Engineering,Male,35,60000,Average,
3674,Emp_1519,Marketing,Male,25,50000,Excellent,1/2/2016
3802,Emp_1520,Engineering,female,,60000,Excellnt,
2955,Emp_1521,HR,male,30,60000,Poor,1/2/2016
4363,Emp_1522,Engineering,Female,999,,Good,3/15/2017
1793,Emp_1523,HR,F,30,50000,Excellnt,1/1/2015
2834,Emp_1524,Sales,female,40,60000,Excellent,3/15/2017
4354,Emp_1525,Engineering,F,45,-10000,Excellent,1/2/2016
3116,Emp_1526,Sales,male,999,60000,Excellent,1/1/2015
2683,Emp_1527,Sales,male,30,-10000,Excellent,1/1/2015
1010,Emp_1528,Finance,Female,50,50000,Good,1/1/2015
4325,Emp_1529,HR,Female,50,50000,Average,
2865,Emp_1530,Marketing,Male,25,50000,G00d,3/15/2017
3919,Emp_1531,HR,F,999,60000,Poor,
3597,Emp_1532,Marketing,F,25,40000,Good,1/1/2015
4205,Emp_1533,HR,male,45,60000,Excellent,3/15/2017
1711,Emp_1534,Sales,Male,45,60000,Good,3/15/2017
3070,Emp_1535,Engineering,female,40,,Excellnt,1/2/2016
1814,Emp_1536,Engineering,F,,,G00d,
1345,Emp_1537,Finance,Male,,60000,Excellent,
3349,Emp_1538,Marketing,Male,35,-10000,Poor,1/2/2016
1362,Emp_1539,Marketing,male,25,,Excellent,
3443,Emp_1540,Marketing,Male,45,60000,G00d,1/1/2015
3265,Emp_1541,Sales,Female,,40000,Poor,1/1/2015
3188,Emp_1542,Marketing,Female,25,-10000,G00d,
4687,Emp_1543,Engineering,M,45,50000,Poor,1/2/2016
4005,Emp_1544,Sales,male,30,60000,Average,3/15/2017
4281,Emp_1545,HR,female,25,60000,Average,
1984,Emp_1546,Marketing,M,30,-10000,Good,3/15/2017
4040,Emp_1547,Marketing,Female,25,,Good,1/2/2016
4694,Emp_1548,HR,M,35,,Poor,3/15/2017
2639,Emp_1549,Marketing,male,40,,Excellent,1/2/2016
1827,Emp_1550,HR,male,50,50000,Excellnt,1/2/2016
3730,Emp_1551,Sales,Male,,-10000,Excellnt,1/1/2015
4531,Emp_1552,Engineering,F,50,-10000,Excellent,1/1/2015
4051,Emp_1553,HR,Male,50,,Excellent,1/2/2016
1355,Emp_1554,Finance,male,30,,Average,
4055,Emp_1555,HR,Female,999,40000,Excellnt,1/1/2015
2347,Emp_1556,Marketing,female,45,40000,Poor,1/2/2016
4204,Emp_1557,Sales,Female,50,60000,G00d,3/15/2017
3935,Emp_1558,Sales,Male,35,60000,Good,3/15/2017
4876,Emp_1559,HR,female,50,-10000,G00d,
2863,Emp_1560,Engineering,male,25,-10000,Average,3/15/2017
1126,Emp_1561,Finance,Female,30,50000,Excellnt,3/15/2017
4177,Emp_1562,Sales,male,999,50000,Excellent,1/2/2016
4056,Emp_1563,Marketing,female,25,40000,Excellnt,3/15/2017
1603,Emp_1564,Marketing,female,999,60000,Poor,3/15/2017
4870,Emp_1565,Engineering,Female,25,40000,Average,3/15/2017
4449,Emp_1566,Sales,male,25,40000,Excellent,3/15/2017
2928,Emp_1567,HR,M,,60000,G00d,1/2/2016
2013,Emp_1568,Marketing,male,40,50000,Poor,3/15/2017
1050,Emp_1569,Engineering,female,40,60000,G00d,
4100,Emp_1570,Sales,male,45,,Good,1/1/2015
4533,Emp_1571,Sales,Male,30,,Average,
4367,Emp_1572,Sales,M,35,,Poor,1/1/2015
4368,Emp_1573,Sales,F,35,-10000,Poor,
4797,Emp_1574,Sales,Male,35,50000,G00d,1/1/2015
3826,Emp_1575,Marketing,F,,50000,Excellent,1/1/2015
2430,Emp_1576,Engineering,Female,25,-10000,Good,1/1/2015
2792,Emp_1577,Sales,F,40,40000,G00d,1/1/2015
3861,Emp_1578,Finance,male,30,,Poor,1/2/2016
2636,Emp_1579,Finance,F,25,,Average,
4476,Emp_1580,Engineering,female,999,40000,Poor,1/1/2015
4417,Emp_1581,HR,Male,40,60000,Excellnt,
2645,Emp_1582,HR,Male,40,60000,Average,3/15/2017
3467,Emp_1583,HR,F,50,50000,Average,1/1/2015
2205,Emp_1584,Finance,Male,50,-10000,Poor,
4030,Emp_1585,HR,female,,50000,Excellent,1/2/2016
3872,Emp_1586,Marketing,Male,30,60000,Average,
4072,Emp_1587,Sales,F,999,40000,Excellnt,1/1/2015
2854,Emp_1588,Finance,M,30,50000,G00d,3/15/2017
1566,Emp_1589,Engineering,M,30,,Excellent,
3418,Emp_1590,Engineering,Female,,,Excellent,3/15/2017
1935,Emp_1591,Sales,Male,,40000,Excellent,1/2/2016
2934,Emp_1592,Finance,F,25,60000,Average,
3708,Emp_1593,HR,Male,45,,Excellent,
4502,Emp_1594,HR,male,,,Poor,1/2/2016
4016,Emp_1595,Marketing,female,30,-10000,Excellent,1/2/2016
2332,Emp_1596,Marketing,Male,50,50000,Excellnt,1/2/2016
4208,Emp_1597,HR,Male,45,60000,Good,1/1/2015
1201,Emp_1598,Engineering,M,25,50000,Excellnt,1/1/2015
4507,Emp_1599,Engineering,female,45,60000,Average,
3360,Emp_1600,Marketing,F,35,,Excellent,
1116,Emp_1601,Sales,Male,999,-10000,Excellent,
4737,Emp_1602,HR,M,45,50000,Poor,3/15/2017
1936,Emp_1603,Marketing,Female,30,,G00d,1/2/2016
4874,Emp_1604,Marketing,female,25,60000,Excellent,
1574,Emp_1605,HR,M,999,50000,Excellnt,1/2/2016
3291,Emp_1606,HR,M,30,50000,Average,1/1/2015
1536,Emp_1607,Engineering,M,999,,Good,1/2/2016
2625,Emp_1608,Sales,Male,50,50000,Excellent,3/15/2017
3122,Emp_1609,Sales,Male,35,-10000,Good,3/15/2017
4877,Emp_1610,HR,Female,50,-10000,Excellent,1/2/2016
1385,Emp_1611,Finance,male,30,,Average,3/15/2017
4974,Emp_1612,Marketing,male,30,60000,G00d,3/15/2017
4281,Emp_1613,Marketing,male,30,,Excellnt,1/1/2015
1474,Emp_1614,HR,female,40,-10000,Average,
1417,Emp_1615,Finance,female,35,40000,Good,3/15/2017
3394,Emp_1616,Engineering,Female,999,40000,Excellent,
4600,Emp_1617,HR,female,,50000,Good,1/2/2016
3687,Emp_1618,HR,male,30,50000,Excellnt,1/2/2016
1938,Emp_1619,Marketing,male,30,40000,Average,3/15/2017
1954,Emp_1620,HR,M,999,-10000,Good,1/2/2016
1875,Emp_1621,HR,female,,50000,Good,1/1/2015
1762,Emp_1622,HR,Male,50,,Excellnt,3/15/2017
2202,Emp_1623,Marketing,Male,50,,Excellent,3/15/2017
2205,Emp_1624,Engineering,M,30,-10000,Good,3/15/2017
1663,Emp_1625,Engineering,M,25,50000,Excellnt,1/2/2016
1024,Emp_1626,HR,M,40,,Excellent,1/2/2016
2990,Emp_1627,Marketing,Male,50,50000,G00d,3/15/2017
2203,Emp_1628,Engineering,male,25,50000,Excellent,
1709,Emp_1629,Engineering,M,40,,G00d,1/2/2016
4572,Emp_1630,Engineering,Female,30,40000,Average,1/2/2016
2879,Emp_1631,Marketing,M,35,,Excellnt,3/15/2017
2184,Emp_1632,Marketing,F,45,-10000,Excellent,
3224,Emp_1633,HR,M,45,60000,G00d,3/15/2017
1284,Emp_1634,Sales,Male,30,,G00d,1/2/2016
1062,Emp_1635,Engineering,female,50,50000,Average,3/15/2017
2002,Emp_1636,Sales,M,25,50000,Poor,3/15/2017
1661,Emp_1637,Marketing,female,35,,Excellnt,3/15/2017
3713,Emp_1638,Marketing,F,999,60000,Poor,
3203,Emp_1639,Marketing,Female,40,,Excellent,3/15/2017
4953,Emp_1640,Sales,female,30,60000,Excellnt,1/2/2016
2492,Emp_1641,Marketing,male,35,60000,Average,3/15/2017
4120,Emp_1642,HR,M,,-10000,Excellent,
1966,Emp_1643,Marketing,F,35,50000,Excellnt,1/1/2015
1848,Emp_1644,Finance,F,50,50000,Excellnt,
2107,Emp_1645,Sales,female,,60000,Poor,3/15/2017
4432,Emp_1646,Finance,Female,40,50000,Excellent,1/1/2015
1688,Emp_1647,Marketing,Male,,40000,Average,3/15/2017
1147,Emp_1648,HR,M,35,60000,Average,
4701,Emp_1649,Engineering,F,50,50000,Excellent,1/1/2015
1341,Emp_1650,Marketing,Female,,40000,Excellent,1/1/2015
3523,Emp_1651,HR,male,25,-10000,G00d,3/15/2017
2086,Emp_1652,Sales,F,50,50000,Good,3/15/2017
2724,Emp_1653,Finance,Female,25,40000,Poor,
2383,Emp_1654,Finance,Male,25,,Excellent,3/15/2017
3608,Emp_1655,Finance,Male,,,Excellent,1/1/2015
1326,Emp_1656,Sales,F,,40000,Good,1/2/2016
2792,Emp_1657,HR,F,999,60000,Good,1/2/2016
2759,Emp_1658,Sales,female,999,60000,Excellnt,
4212,Emp_1659,Finance,M,35,50000,Average,3/15/2017
1989,Emp_1660,Marketing,Female,50,,Poor,
3262,Emp_1661,Engineering,F,999,60000,Excellnt,1/2/2016
3482,Emp_1662,Sales,M,25,60000,Excellent,1/2/2016
4962,Emp_1663,Sales,female,999,,Good,3/15/2017
1951,Emp_1664,HR,M,40,-10000,G00d,1/1/2015
1722,Emp_1665,HR,F,35,60000,Average,3/15/2017
4389,Emp_1666,Sales,Male,50,40000,Excellnt,1/2/2016
3079,Emp_1667,Finance,Female,50,50000,G00d,1/1/2015
3717,Emp_1668,Engineering,Female,45,60000,Average,
3332,Emp_1669,HR,Male,50,60000,G00d,1/2/2016
4376,Emp_1670,Finance,F,35,-10000,Good,
1428,Emp_1671,Marketing,Female,40,40000,Excellnt,1/1/2015
2500,Emp_1672,HR,F,50,50000,Excellnt,
1285,Emp_1673,Finance,female,45,60000,Average,1/2/2016
4215,Emp_1674,Finance,F,35,50000,G00d,3/15/2017
4495,Emp_1675,Engineering,M,25,,Good,
4090,Emp_1676,Engineering,Male,30,60000,Excellent,1/2/2016
3065,Emp_1677,Marketing,F,30,60000,Excellnt,1/2/2016
1768,Emp_1678,Finance,female,25,,Excellent,1/1/2015
3637,Emp_1679,Finance,male,999,-10000,Good,1/2/2016
2394,Emp_1680,Engineering,Male,50,60000,Excellnt,3/15/2017
4246,Emp_1681,HR,Female,,50000,Excellnt,3/15/2017
4057,Emp_1682,HR,M,30,40000,G00d,
1193,Emp_1683,Sales,Female,999,50000,Excellent,
3549,Emp_1684,Engineering,female,30,-10000,G00d,
1987,Emp_1685,Sales,female,25,40000,Poor,
2136,Emp_1686,Engineering,Female,50,50000,Excellent,3/15/2017
3161,Emp_1687,Marketing,Male,50,50000,Excellent,1/1/2015
4293,Emp_1688,Finance,Female,999,,Poor,
2701,Emp_1689,Marketing,F,25,-10000,Good,1/1/2015
1946,Emp_1690,Engineering,Female,999,,Good,1/2/2016
1830,Emp_1691,Finance,M,50,40000,Excellnt,1/2/2016
4715,Emp_1692,HR,M,,,Average,
2920,Emp_1693,HR,male,50,-10000,G00d,1/2/2016
4335,Emp_1694,Sales,M,35,60000,Average,1/1/2015
3972,Emp_1695,Engineering,Female,,60000,Excellnt,1/1/2015
1054,Emp_1696,Engineering,M,999,40000,Average,1/2/2016
4942,Emp_1697,HR,Male,35,60000,Excellent,
4714,Emp_1698,Marketing,M,25,,Excellent,1/1/2015
1799,Emp_1699,Finance,F,40,40000,Poor,1/1/2015
1777,Emp_1700,Marketing,Male,30,-10000,Poor,3/15/2017
2481,Emp_1701,Marketing,male,35,40000,Excellnt,
2901,Emp_1702,HR,F,30,40000,Excellnt,3/15/2017
3209,Emp_1703,HR,Female,45,50000,Excellnt,1/2/2016
4451,Emp_1704,HR,Female,25,50000,Excellent,1/2/2016
3134,Emp_1705,Sales,Female,40,40000,Average,3/15/2017
1054,Emp_1706,Marketing,F,45,60000,G00d,
4547,Emp_1707,Engineering,F,45,50000,Excellnt,1/1/2015
2823,Emp_1708,Finance,F,50,-10000,Excellnt,1/2/2016
2201,Emp_1709,Sales,Male,45,,Excellent,
4462,Emp_1710,Engineering,female,25,50000,G00d,
4420,Emp_1711,Marketing,Male,35,40000,Excellent,1/2/2016
4079,Emp_1712,HR,Female,25,60000,G00d,1/2/2016
1832,Emp_1713,Marketing,female,35,,Excellent,
1312,Emp_1714,Finance,M,45,50000,Average,1/1/2015
3806,Emp_1715,Sales,Female,45,60000,Excellnt,3/15/2017
2858,Emp_1716,Sales,male,,60000,Good,1/2/2016
3007,Emp_1717,Finance,Male,40,60000,Good,3/15/2017
3006,Emp_1718,Engineering,F,35,40000,Excellnt,
3490,Emp_1719,Engineering,Male,45,-10000,Excellnt,3/15/2017
2790,Emp_1720,Sales,F,50,60000,Excellnt,1/1/2015
1327,Emp_1721,Sales,female,,,Excellnt,
4125,Emp_1722,HR,male,30,50000,G00d,1/1/2015
3808,Emp_1723,Engineering,female,,,Average,
4310,Emp_1724,Finance,male,40,40000,Good,1/1/2015
4300,Emp_1725,Engineering,Male,25,40000,Poor,
3626,Emp_1726,HR,F,40,,Good,1/1/2015
4122,Emp_1727,Sales,female,30,-10000,Good,
4680,Emp_1728,Sales,male,,40000,Excellent,1/1/2015
4675,Emp_1729,HR,Female,35,40000,Excellnt,
4054,Emp_1730,Finance,Female,25,,Excellnt,1/1/2015
2287,Emp_1731,Sales,female,25,40000,Excellnt,1/2/2016
4489,Emp_1732,Marketing,F,35,-10000,Excellent,3/15/2017
4874,Emp_1733,Sales,female,999,-10000,Average,
3143,Emp_1734,Marketing,Male,999,-10000,Average,1/1/2015
2111,Emp_1735,HR,male,40,50000,Poor,1/2/2016
4149,Emp_1736,HR,Male,45,-10000,Average,
2311,Emp_1737,Sales,Female,999,-10000,Average,
4191,Emp_1738,Engineering,male,40,50000,Excellnt,
3861,Emp_1739,Marketing,female,999,60000,G00d,3/15/2017
3538,Emp_1740,Finance,Male,30,40000,Good,1/1/2015
4983,Emp_1741,Sales,M,50,-10000,Average,1/1/2015
1451,Emp_1742,Finance,F,45,40000,Average,
2523,Emp_1743,Sales,F,40,,Excellent,
1164,Emp_1744,Engineering,M,50,40000,Poor,
1181,Emp_1745,Engineering,Female,50,50000,G00d,1/2/2016
3516,Emp_1746,Engineering,male,,40000,Excellent,
1909,Emp_1747,Engineering,F,999,40000,Excellnt,3/15/2017
3782,Emp_1748,HR,M,,40000,Good,1/1/2015
1822,Emp_1749,HR,female,35,60000,Poor,3/15/2017
1943,Emp_1750,Marketing,M,30,60000,Excellent,
3001,Emp_1751,Finance,Female,30,,Average,1/2/2016
3054,Emp_1752,Sales,Female,30,50000,Average,
1329,Emp_1753,Sales,Male,45,40000,Poor,
1774,Emp_1754,HR,F,25,40000,Average,
4744,Emp_1755,Sales,Male,45,40000,Excellent,
3198,Emp_1756,HR,M,40,40000,Excellent,
4156,Emp_1757,Marketing,male,50,60000,Average,1/1/2015
1146,Emp_1758,Finance,male,50,,Average,3/15/2017
4695,Emp_1759,Marketing,Female,,-10000,Excellnt,1/2/2016
4452,Emp_1760,Engineering,male,25,50000,Good,
1914,Emp_1761,Engineering,male,40,40000,Poor,1/2/2016
2571,Emp_1762,Engineering,male,25,,Excellent,1/1/2015
2308,Emp_1763,Marketing,M,50,-10000,Poor,3/15/2017
3747,Emp_1764,Sales,male,999,,Excellnt,
1081,Emp_1765,Finance,female,45,60000,Excellent,1/1/2015
1513,Emp_1766,Engineering,male,30,-10000,Excellnt,1/1/2015
2920,Emp_1767,Engineering,male,50,,Excellnt,3/15/2017
3862,Emp_1768,Engineering,Male,35,60000,G00d,
3756,Emp_1769,Finance,M,30,,Average,3/15/2017
2939,Emp_1770,Engineering,Female,50,,G00d,3/15/2017
4594,Emp_1771,Finance,Male,45,-10000,Poor,1/2/2016
1745,Emp_1772,Engineering,F,25,60000,Poor,1/2/2016
4070,Emp_1773,Marketing,M,999,40000,Average,3/15/2017
2409,Emp_1774,Marketing,female,999,50000,G00d,1/2/2016
1706,Emp_1775,Finance,M,30,-10000,Poor,1/1/2015
1470,Emp_1776,Marketing,F,45,60000,G00d,3/15/2017
4190,Emp_1777,Finance,F,999,,Average,
1395,Emp_1778,Marketing,F,999,60000,Excellent,
2555,Emp_1779,Marketing,Female,40,50000,Excellnt,1/1/2015
3308,Emp_1780,Finance,male,35,50000,Excellnt,
1804,Emp_1781,Sales,M,30,40000,G00d,
1933,Emp_1782,Marketing,male,25,40000,Poor,3/15/2017
2279,Emp_1783,Engineering,male,999,50000,G00d,1/1/2015
2757,Emp_1784,Sales,female,40,-10000,G00d,3/15/2017
1904,Emp_1785,Finance,F,45,-10000,Good,1/1/2015
4297,Emp_1786,Sales,Female,999,,Excellnt,3/15/2017
2076,Emp_1787,HR,female,,40000,Average,3/15/2017
3987,Emp_1788,HR,Male,35,,G00d,1/2/2016
2890,Emp_1789,Marketing,Female,25,40000,Good,
2523,Emp_1790,Marketing,male,45,50000,Good,1/1/2015
4577,Emp_1791,Engineering,Female,45,-10000,Excellnt,
3901,Emp_1792,Sales,F,30,-10000,Excellnt,1/2/2016
2387,Emp_1793,HR,Male,999,50000,Excellnt,1/1/2015
2303,Emp_1794,Marketing,F,30,,Average,1/2/2016
1592,Emp_1795,Sales,Male,25,,Good,
3761,Emp_1796,Marketing,female,,60000,Poor,3/15/2017
4229,Emp_1797,Marketing,male,999,40000,Average,1/2/2016
3679,Emp_1798,HR,Male,50,,Excellent,1/2/2016
3106,Emp_1799,HR,Male,999,50000,G00d,3/15/2017
4798,Emp_1800,Marketing,Male,,,Excellnt,
1127,Emp_1801,Finance,Female,50,-10000,Good,1/2/2016
1735,Emp_1802,Marketing,female,45,40000,G00d,
3768,Emp_1803,Marketing,Female,30,60000,Average,3/15/2017
4953,Emp_1804,Engineering,male,35,40000,Excellent,1/1/2015
4186,Emp_1805,Engineering,Male,999,-10000,Average,1/2/2016
4280,Emp_1806,Engineering,female,35,-10000,Average,
3573,Emp_1807,Finance,female,999,-10000,Poor,3/15/2017
1520,Emp_1808,Finance,M,45,-10000,G00d,3/15/2017
3599,Emp_1809,Marketing,male,30,50000,Poor,1/2/2016
1236,Emp_1810,Engineering,female,25,60000,Average,1/1/2015
2304,Emp_1811,Finance,Male,25,-10000,Excellent,1/2/2016
4430,Emp_1812,HR,Male,25,-10000,Good,
4272,Emp_1813,Marketing,female,999,,Good,3/15/2017
2781,Emp_1814,Sales,Female,999,60000,G00d,1/1/2015
2301,Emp_1815,Marketing,male,35,40000,Excellnt,
4306,Emp_1816,Sales,Male,30,60000,Excellnt,1/2/2016
3541,Emp_1817,Engineering,female,,60000,Good,3/15/2017
3051,Emp_1818,Sales,Male,999,60000,Average,1/2/2016
3713,Emp_1819,Engineering,female,30,-10000,Average,1/1/2015
1441,Emp_1820,HR,male,35,-10000,Poor,1/1/2015
3076,Emp_1821,Sales,female,999,50000,G00d,1/1/2015
4180,Emp_1822,Marketing,M,25,40000,Poor,1/1/2015
3657,Emp_1823,Engineering,female,25,,Excellnt,1/1/2015
4798,Emp_1824,Marketing,female,45,60000,Good,1/2/2016
1804,Emp_1825,Finance,male,50,40000,Average,1/1/2015
1074,Emp_1826,Engineering,female,40,40000,Good,1/1/2015
3885,Emp_1827,Sales,male,,50000,Excellent,3/15/2017
4217,Emp_1828,Engineering,M,50,,Good,1/1/2015
3175,Emp_1829,Marketing,male,999,60000,Excellent,3/15/2017
4924,Emp_1830,HR,Male,30,,Poor,3/15/2017
3089,Emp_1831,Engineering,male,999,50000,Poor,3/15/2017
2379,Emp_1832,Sales,M,30,-10000,Excellnt,1/2/2016
1040,Emp_1833,Finance,F,30,40000,Good,1/2/2016
3981,Emp_1834,HR,female,50,60000,Good,
3081,Emp_1835,Finance,male,40,-10000,Excellent,
4088,Emp_1836,Engineering,female,45,50000,Poor,3/15/2017
